id;full_name;age;gender
3871;Ефрем Тимурович Наумов;47;М
3872;Мартьян Дмитриевич Орехов;34;М
3873;Власова София Ждановна;63;Ж
3874;Лукьян Измаилович Корнилов;31;М
3875;Кулаков Изяслав Григорьевич;46;М
3876;Зинаида Федоровна Жданова;60;Ж
3877;Прасковья Валентиновна Аксенова;60;Ж
3878;Беспалова Валентина Олеговна;60;Ж
3879;Дорофеев Семен Богданович;53;М
3880;Горбунов Гостомысл Бориславович;49;М
3881;Валерьян Игнатович Лаврентьев;51;М
3882;Константин Захарьевич Никонов;45;М
3883;Герасимова Алевтина Руслановна;26;Ж
3884;Фомина Полина Григорьевна;39;Ж
3885;Белова Вера Александровна;61;Ж
3886;Зиновий Изотович Денисов;43;М
3887;Серафим Фролович Никитин;32;М
3888;Сигизмунд Викторович Морозов;52;М
3889;Евстигней Измаилович Панов;46;М
3890;Эмилия Антоновна Блохина;40;Ж
3891;Гуляев Евгений Августович;36;М
3892;Кудрявцева Виктория Георгиевна;63;Ж
3893;Григорьев Ким Венедиктович;40;М
3894;Оксана Юльевна Рожкова;43;Ж
3895;Лапина Нонна Ниловна;49;Ж
3896;Шарапова Синклитикия Валентиновна;57;Ж
3897;Калашников Болеслав Вилорович;37;М
3898;Данилов Аникей Евстигнеевич;26;М
3899;Моисеев Рюрик Исидорович;46;М
3900;Кира Павловна Фадеева;65;Ж
3901;Эдуард Ааронович Кулаков;61;М
3902;Большакова Нина Аскольдовна;42;Ж
3903;Ангелина Ивановна Коновалова;59;Ж
3904;Тихон Анисимович Шилов;47;М
3905;Любовь Константиновна Родионова;36;Ж
3906;Рубен Дмитриевич Уваров;45;М
3907;Ферапонт Владиленович Ширяев;51;М
3908;Клавдия Андреевна Романова;50;Ж
3909;Жанна Кирилловна Самсонова;53;Ж
3910;Сидор Алексеевич Новиков;52;М
3911;Молчанова Фаина Семеновна;43;Ж
3912;Лонгин Фадеевич Ефремов;64;М
3913;Ларионова Иванна Борисовна;36;Ж
3914;Акулина Львовна Михеева;63;Ж
3915;Филиппова Марфа Георгиевна;30;Ж
3916;Агафонова Лора Степановна;39;Ж
3917;Ульяна Яковлевна Никифорова;43;Ж
3918;Блохина Алина Эльдаровна;37;Ж
3919;Кузнецова Маргарита Евгеньевна;58;Ж
3920;г-жа Зиновьева Ираида Кирилловна;28;Ж
3921;Титова Агафья Макаровна;57;Ж
3922;Комаров Феликс Федотович;37;М
3923;Иванна Николаевна Савина;60;Ж
3924;Казаков Пантелеймон Иосипович;34;М
3925;Нестерова Регина Матвеевна;35;Ж
3926;Александра Олеговна Новикова;34;Ж
3927;Бобылев Аполлон Александрович;37;М
3928;Исаев Якуб Григорьевич;41;М
3929;Емельянова Жанна Олеговна;39;Ж
3930;Викторин Брониславович Прохоров;43;М
3931;Лазарев Епифан Аксёнович;54;М
3932;Мина Антипович Щукин;34;М
3933;Наумова Любовь Григорьевна;56;Ж
3934;Илья Денисович Ширяев;33;М
3935;Аполлинарий Захарьевич Александров;62;М
3936;Викторин Дмитриевич Ефимов;61;М
3937;Феофан Власович Белов;46;М
3938;Лукия Богдановна Воронова;41;Ж
3939;Фадей Филиппович Данилов;44;М
3940;Брагина Олимпиада Захаровна;63;Ж
3941;Нонна Наумовна Никифорова;33;Ж
3942;Андроник Дорофеевич Романов;52;М
3943;Яковлева Феврония Александровна;36;Ж
3944;Евдокия Егоровна Беспалова;31;Ж
3945;Горбачева Фаина Федоровна;53;Ж
3946;Дементьев Федот Устинович;63;М
3947;Федоров Леон Иларионович;40;М
3948;Марфа Федоровна Федосеева;31;Ж
3949;Евстигней Евсеевич Емельянов;32;М
3950;Милица Харитоновна Белоусова;52;Ж
3951;тов. Павлов Бажен Елизарович;56;М
3952;Добромысл Фёдорович Копылов;60;М
3953;Архип Фёдорович Гришин;25;М
3954;Кириллов Гордей Артурович;27;М
3955;Панфилова Елизавета Тимофеевна;41;Ж
3956;Харитонова Алла Тимофеевна;56;Ж
3957;Александров Егор Яковлевич;49;М
3958;Владлен Архипович Соболев;62;М
3959;Мельников Антонин Эдгардович;33;М
3960;Раиса Тимуровна Ситникова;60;Ж
3961;Светлана Николаевна Цветкова;29;Ж
3962;Феврония Альбертовна Калинина;64;Ж
3963;Эраст Валерьевич Мартынов;39;М
3964;Туров Андрей Архипович;44;М
3965;Спартак Фролович Матвеев;60;М
3966;Кириллова Надежда Робертовна;41;Ж
3967;Ираида Васильевна Котова;43;Ж
3968;Ираклий Витальевич Кошелев;48;М
3969;Панфилова Анастасия Макаровна;49;Ж
3970;Лидия Геннадьевна Осипова;44;Ж
3971;Алевтина Архиповна Новикова;27;Ж
3972;Костина Кира Болеславовна;31;Ж
3973;Константинов Кузьма Венедиктович;43;М
3974;Фаина Максимовна Брагина;46;Ж
3975;Никандр Артемьевич Петров;36;М
3976;Юлия Рудольфовна Панова;37;Ж
3977;Адам Антипович Александров;26;М
3978;Смирнова Клавдия Алексеевна;54;Ж
3979;Дарья Романовна Полякова;25;Ж
3980;Синклитикия Анатольевна Костина;62;Ж
3981;Жанна Вадимовна Нестерова;35;Ж
3982;Данилова Светлана Евгеньевна;38;Ж
3983;Мартьян Абрамович Потапов;55;М
3984;Евфросиния Вадимовна Родионова;29;Ж
3985;Федосеев Всеслав Бориславович;59;М
3986;Денисова Александра Егоровна;39;Ж
3987;Моисеев Сидор Ефстафьевич;57;М
3988;Сафонова Василиса Владиславовна;61;Ж
3989;Олимпий Брониславович Мельников;40;М
3990;Лариса Ивановна Рожкова;38;Ж
3991;Василиса Вадимовна Емельянова;50;Ж
3992;Денис Владиславович Шестаков;57;М
3993;Стоян Вячеславович Данилов;29;М
3994;Муравьева Тамара Феликсовна;40;Ж
3995;Адриан Владиленович Туров;41;М
3996;Светозар Ефимьевич Романов;59;М
3997;Ульяна Харитоновна Бобылева;44;Ж
3998;Леонид Бенедиктович Лапин;46;М
3999;Гуляев Каллистрат Григорьевич;34;М
4000;Оксана Игоревна Фадеева;38;Ж
4001;Федотова Валентина Леоновна;28;Ж
4002;Зиновий Антипович Дорофеев;58;М
4003;Валентина Вениаминовна Медведева;50;Ж
4004;Лариса Аркадьевна Потапова;25;Ж
4005;Русаков Фирс Валерьянович;42;М
4006;Юлия Борисовна Дементьева;36;Ж
4007;Дорофеева Регина Егоровна;48;Ж
4008;Гришина Вероника Владимировна;29;Ж
4009;Пелагея Никифоровна Константинова;55;Ж
4010;Лыткин Филимон Феликсович;58;М
4011;Добромысл Адамович Попов;38;М
4012;Никонов Лазарь Евстигнеевич;48;М
4013;Милован Аверьянович Логинов;42;М
4014;Дьячкова Галина Леоновна;62;Ж
4015;Вышеслав Адамович Степанов;64;М
4016;Абрамова Лариса Артемовна;37;Ж
4017;Лев Филатович Гаврилов;61;М
4018;Аскольд Устинович Коновалов;26;М
4019;Юлия Дмитриевна Куликова;59;Ж
4020;Акулина Алексеевна Журавлева;34;Ж
4021;Анастасия Николаевна Максимова;25;Ж
4022;Полина Эдуардовна Ковалева;58;Ж
4023;Раиса Наумовна Ковалева;53;Ж
4024;Ия Андреевна Белякова;57;Ж
4025;Шаров Силантий Валерьянович;33;М
4026;Ипатий Алексеевич Фомин;56;М
4027;Наум Игнатович Ситников;60;М
4028;Сигизмунд Анатольевич Логинов;32;М
4029;Панкрат Владленович Логинов;47;М
4030;Никонова Иванна Аркадьевна;50;Ж
4031;Семенов Валерьян Авдеевич;49;М
4032;Харитон Эдуардович Русаков;54;М
4033;Аверьян Борисович Кабанов;61;М
4034;Борислав Гурьевич Колобов;49;М
4035;Панфилов Степан Денисович;31;М
4036;Ширяева Марфа Эдуардовна;41;Ж
4037;Зиновьев Борислав Архипович;45;М
4038;Лидия Ивановна Некрасова;45;Ж
4039;Ипполит Эдгарович Кулагин;26;М
4040;Афиноген Игнатьевич Ильин;26;М
4041;Людмила Вениаминовна Бобылева;52;Ж
4042;Макар Артёмович Лыткин;36;М
4043;Назаров Демьян Гордеевич;45;М
4044;Мефодий Тарасович Степанов;34;М
4045;Елизавета Николаевна Михайлова;26;Ж
4046;Фома Борисович Кошелев;57;М
4047;Крылов Елизар Гордеевич;48;М
4048;Герасимова Нинель Ильинична;46;Ж
4049;Мясникова Анна Макаровна;29;Ж
4050;Титова Полина Егоровна;57;Ж
4051;Щукин Никифор Григорьевич;37;М
4052;Гурьева Иванна Вячеславовна;61;Ж
4053;Шестаков Ипат Архипович;48;М
4054;Глафира Никифоровна Якушева;37;Ж
4055;Филимон Валентинович Ефремов;29;М
4056;Лазарев Ананий Дорофеевич;56;М
4057;Колесников Арефий Ефремович;43;М
4058;Надежда Матвеевна Боброва;62;Ж
4059;Третьякова Нина Святославовна;60;Ж
4060;Клавдий Давидович Иванов;58;М
4061;Андрон Аверьянович Лебедев;43;М
4062;Станислав Евстигнеевич Кузнецов;59;М
4063;Ефимов Платон Харлампович;43;М
4064;Вишнякова Василиса Рубеновна;44;Ж
4065;Зоя Борисовна Харитонова;28;Ж
4066;Исаев Лука Феофанович;28;М
4067;Гордеев Павел Феофанович;26;М
4068;Панфил Валентинович Щербаков;32;М
4069;Горбачев Данила Устинович;52;М
4070;г-жа Костина Октябрина Тимофеевна;38;Ж
4071;Жданов Адам Даниилович;50;М
4072;Ярополк Эдуардович Григорьев;55;М
4073;Ксения Кузьминична Сергеева;28;Ж
4074;Кира Рубеновна Нестерова;30;Ж
4075;Кононов Трофим Ильясович;40;М
4076;Крюкова Елена Мироновна;50;Ж
4077;Молчанов Мстислав Ааронович;33;М
4078;Богдан Тихонович Кудрявцев;28;М
4079;Аверьян Всеволодович Калашников;27;М
4080;Елизавета Романовна Потапова;64;Ж
4081;Лариса Васильевна Богданова;26;Ж
4082;Моисеева Лора Геннадьевна;50;Ж
4083;Мухина Глафира Аскольдовна;61;Ж
4084;Синклитикия Филипповна Петухова;30;Ж
4085;Емельян Абрамович Сидоров;45;М
4086;Лариса Болеславовна Колесникова;63;Ж
4087;Климент Ярославович Костин;52;М
4088;Жукова Вероника Натановна;49;Ж
4089;Ираида Ивановна Колобова;47;Ж
4090;Артем Федосеевич Владимиров;28;М
4091;Нонна Игоревна Баранова;45;Ж
4092;Мокей Фокич Агафонов;51;М
4093;Ефимов Сила Фролович;58;М
4094;Фролов Афиноген Андреевич;39;М
4095;Лукьян Ефимович Исаков;31;М
4096;Беляев Леонид Иосипович;61;М
4097;Гусев Остромир Евсеевич;48;М
4098;Гедеон Ермилович Кондратьев;30;М
4099;Сорокина Синклитикия Аркадьевна;35;Ж
4100;Кудрявцев Вышеслав Валерьянович;57;М
4101;Ширяев Дементий Адрианович;62;М
4102;Куликов Вацлав Власович;27;М
4103;Матвеев Автоном Эдгардович;60;М
4104;Емельянова Милица Робертовна;59;Ж
4105;Виссарион Устинович Антонов;55;М
4106;Евгения Мироновна Беспалова;33;Ж
4107;Сидорова Полина Макаровна;59;Ж
4108;Щукин Юлиан Харитонович;33;М
4109;Адриан Гордеевич Осипов;45;М
4110;Некрасов Христофор Юлианович;48;М
4111;Горбачев Ипполит Алексеевич;25;М
4112;Ксения Юльевна Назарова;62;Ж
4113;Валентина Владиславовна Карпова;43;Ж
4114;Самсонова Мария Оскаровна;61;Ж
4115;Быкова Вера Евгеньевна;46;Ж
4116;Викторин Евсеевич Быков;46;М
4117;Силин Станислав Всеволодович;35;М
4118;Калинин Ермил Давидович;48;М
4119;Шарапова Иванна Артемовна;48;Ж
4120;Копылова Галина Юльевна;54;Ж
4121;Абрамова Ия Рубеновна;50;Ж
4122;Жанна Григорьевна Сазонова;45;Ж
4123;Юдин Милован Алексеевич;63;М
4124;Веселов Арсений Георгиевич;29;М
4125;Боброва Агафья Андреевна;39;Ж
4126;Татьяна Феликсовна Степанова;32;Ж
4127;Касьян Ануфриевич Агафонов;27;М
4128;Нифонт Глебович Авдеев;49;М
4129;Вацлав Германович Комаров;41;М
4130;Тетерина Варвара Вениаминовна;65;Ж
4131;Жанна Федоровна Соловьева;59;Ж
4132;Емельянова Лариса Ниловна;40;Ж
4133;Анжела Рубеновна Белозерова;56;Ж
4134;Фадеева Варвара Аскольдовна;64;Ж
4135;Пономарев Антонин Виленович;45;М
4136;Архипов Натан Фомич;51;М
4137;г-н Моисеев Юлиан Ефимьевич;55;М
4138;Бурова Милица Валентиновна;46;Ж
4139;Зуев Игорь Фролович;25;М
4140;Кулагина Елизавета Кирилловна;44;Ж
4141;Данилов Флорентин Елисеевич;27;М
4142;Шарова Алина Захаровна;59;Ж
4143;Лихачев Геннадий Ефимьевич;26;М
4144;Сидор Фёдорович Хохлов;49;М
4145;Власова Зинаида Валериевна;58;Ж
4146;Добромысл Владиславович Устинов;65;М
4147;Агафья Ильинична Панова;42;Ж
4148;Милован Анатольевич Евсеев;41;М
4149;Блохин Аверкий Егорович;43;М
4150;Фирс Давыдович Третьяков;43;М
4151;Дорофеев Аверкий Валентинович;65;М
4152;Варвара Геннадиевна Хохлова;62;Ж
4153;Кириллов Архип Евстигнеевич;63;М
4154;Козлов Станимир Елисеевич;30;М
4155;Гуляева Марина Болеславовна;37;Ж
4156;Жданов Эрнест Харитонович;51;М
4157;Белякова Лариса Мироновна;40;Ж
4158;Пономарев Сила Георгиевич;51;М
4159;Рыбаков Митофан Ильясович;61;М
4160;Крылов Гостомысл Елизарович;56;М
4161;Александр Трофимович Русаков;26;М
4162;Журавлев Фадей Аксёнович;35;М
4163;Меркушева Тамара Аскольдовна;42;Ж
4164;Харитонова Полина Даниловна;31;Ж
4165;Ростислав Феофанович Ильин;64;М
4166;Осипова Светлана Александровна;58;Ж
4167;Ульяна Даниловна Суханова;62;Ж
4168;Воробьев Сидор Гавриилович;64;М
4169;Аксенов Мариан Валерьянович;59;М
4170;Алевтина Тимуровна Логинова;45;Ж
4171;Евгения Болеславовна Меркушева;39;Ж
4172;Орехова Евфросиния Геннадьевна;61;Ж
4173;София Болеславовна Никитина;56;Ж
4174;Кононова Иванна Ждановна;40;Ж
4175;Назарова Октябрина Николаевна;40;Ж
4176;Феофан Арсеньевич Дроздов;26;М
4177;Федоров Сильвестр Антонович;55;М
4178;Шубина Ангелина Альбертовна;63;Ж
4179;Силин Любомир Владиславович;53;М
4180;Костин Кондрат Демьянович;49;М
4181;Бирюков Ян Юлианович;28;М
4182;Пестова Регина Васильевна;38;Ж
4183;Панфилов Галактион Даниилович;26;М
4184;Щербакова Валерия Феликсовна;34;Ж
4185;Маргарита Алексеевна Соколова;48;Ж
4186;Варлаам Германович Рожков;54;М
4187;Ирина Антоновна Корнилова;50;Ж
4188;Виктория Евгеньевна Морозова;52;Ж
4189;Эмилия Харитоновна Мясникова;35;Ж
4190;Назарова Анжелика Георгиевна;47;Ж
4191;Маркова Элеонора Сергеевна;49;Ж
4192;Нестор Ануфриевич Комиссаров;58;М
4193;Лыткин Денис Борисович;51;М
4194;Кондратьев Евгений Устинович;53;М
4195;Лебедев Софон Адрианович;42;М
4196;Емельянова Лидия Никифоровна;36;Ж
4197;Пестов Потап Яковлевич;25;М
4198;Любовь Геннадьевна Гусева;48;Ж
4199;Василиса Наумовна Горшкова;29;Ж
4200;Кузьмина Глафира Анатольевна;63;Ж
4201;Илья Захарьевич Калинин;25;М
4202;Шарапова Пелагея Дмитриевна;38;Ж
4203;Бобылева Елена Львовна;33;Ж
4204;Роман Ануфриевич Селиверстов;57;М
4205;Князева Агата Алексеевна;61;Ж
4206;Софон Захарьевич Зимин;27;М
4207;Лидия Борисовна Орлова;45;Ж
4208;Красильников Софрон Виленович;49;М
4209;Трофимова Анжелика Константиновна;50;Ж
4210;Евпраксия Святославовна Белова;28;Ж
4211;Борисов Андрон Зиновьевич;62;М
4212;Герман Гаврилович Лобанов;37;М
4213;Филипп Геннадиевич Брагин;45;М
4214;Баранов Филипп Марсович;28;М
4215;Евпраксия Степановна Коновалова;33;Ж
4216;Рябова Ольга Валериевна;55;Ж
4217;Сидоров Осип Устинович;29;М
4218;Антонов Варлаам Федосеевич;39;М
4219;Эрнст Ильясович Никитин;46;М
4220;Александра Леонидовна Наумова;26;Ж
4221;Дьячкова Оксана Владимировна;54;Ж
4222;Фадеев Ювеналий Еремеевич;35;М
4223;Панкратий Анатольевич Ширяев;48;М
4224;Викентий Адрианович Колесников;47;М
4225;Гусев Борислав Захарьевич;41;М
4226;Медведева Марина Мироновна;46;Ж
4227;Тарасова Ираида Святославовна;26;Ж
4228;Коновалова Светлана Болеславовна;57;Ж
4229;Авдеев Любосмысл Захарьевич;34;М
4230;Лебедев Пантелеймон Владиславович;47;М
4231;Анисим Фёдорович Пономарев;28;М
4232;Галина Георгиевна Семенова;48;Ж
4233;Зыков Прокл Алексеевич;62;М
4234;Жуков Парамон Феофанович;34;М
4235;Исакова Лариса Васильевна;60;Ж
4236;Аристарх Фадеевич Князев;25;М
4237;Семен Фокич Мясников;45;М
4238;Гуляева Раиса Геннадьевна;58;Ж
4239;Корнилов Еремей Архипович;51;М
4240;Вацлав Жанович Фадеев;29;М
4241;Иван Виленович Лихачев;52;М
4242;Антонов Арсений Демидович;52;М
4243;Глафира Станиславовна Данилова;48;Ж
4244;Марина Семеновна Кудрявцева;42;Ж
4245;Суханов Лазарь Феофанович;55;М
4246;Евфросиния Филипповна Суворова;38;Ж
4247;Мокей Иосипович Хохлов;45;М
4248;Иванна Леоновна Щербакова;49;Ж
4249;Лев Адамович Ефремов;37;М
4250;Марфа Оскаровна Юдина;53;Ж
4251;Ангелина Владиславовна Кудряшова;61;Ж
4252;Натан Дорофеевич Ситников;52;М
4253;Анжелика Вячеславовна Миронова;25;Ж
4254;Бурова Анжела Ильинична;46;Ж
4255;Гущина Марфа Викторовна;35;Ж
4256;Дроздова Наталья Афанасьевна;51;Ж
4257;Королев Измаил Харитонович;58;М
4258;Гордеев Пахом Давидович;43;М
4259;Комарова Маргарита Тимуровна;27;Ж
4260;Вероника Даниловна Мамонтова;64;Ж
4261;Изяслав Арсенович Данилов;58;М
4262;Титова Ираида Юрьевна;25;Ж
4263;Савина Надежда Леонидовна;37;Ж
4264;Герасимова Фаина Кирилловна;55;Ж
4265;Фомичев Касьян Абрамович;34;М
4266;Анастасия Игоревна Быкова;63;Ж
4267;Симон Дмитриевич Колесников;49;М
4268;Нестеров Фрол Ильич;55;М
4269;Соколов Григорий Марсович;60;М
4270;Бурова Нинель Львовна;60;Ж
4271;Константин Викентьевич Кулагин;60;М
4272;Будимир Адамович Воробьев;51;М
4273;Григорий Ааронович Субботин;57;М
4274;Костин Андрей Анисимович;59;М
4275;Исидор Валерьевич Савельев;35;М
4276;Василиса Кирилловна Михеева;55;Ж
4277;Сафонова Ираида Святославовна;38;Ж
4278;Беляев Фадей Егорович;25;М
4279;Александров Казимир Эдуардович;64;М
4280;Твердислав Гордеевич Макаров;34;М
4281;Нестерова Нина Матвеевна;25;Ж
4282;Синклитикия Макаровна Быкова;40;Ж
4283;Вера Ниловна Устинова;63;Ж
4284;Гордеев Вадим Феоктистович;28;М
4285;Савельев Януарий Иосипович;48;М
4286;Маргарита Леонидовна Савельева;59;Ж
4287;Аполлон Игнатьевич Игнатьев;29;М
4288;Феврония Николаевна Власова;26;Ж
4289;Вера Леонидовна Борисова;39;Ж
4290;Субботин Наум Ярославович;59;М
4291;Гущина Ираида Рудольфовна;50;Ж
4292;Прохорова Любовь Егоровна;63;Ж
4293;Козлов Адриан Якубович;49;М
4294;Глафира Степановна Бирюкова;53;Ж
4295;Никифор Адрианович Юдин;36;М
4296;Елисей Валентинович Уваров;54;М
4297;Элеонора Анатольевна Молчанова;41;Ж
4298;Кондратьева Евдокия Рудольфовна;55;Ж
4299;Евдокимов Николай Юлианович;65;М
4300;Виктория Аркадьевна Алексеева;44;Ж
4301;Лука Филиппович Рыбаков;39;М
4302;Зинаида Леонидовна Полякова;33;Ж
4303;Михеев Любосмысл Исидорович;45;М
4304;Варфоломей Иосифович Громов;29;М
4305;Глафира Аркадьевна Сазонова;39;Ж
4306;Давыд Герасимович Орехов;51;М
4307;Агафонова Фаина Захаровна;48;Ж
4308;Якуб Георгиевич Соколов;28;М
4309;Носов Радислав Елисеевич;53;М
4310;Орлов Наум Захарьевич;37;М
4311;Лонгин Димитриевич Красильников;60;М
4312;Тамара Васильевна Назарова;42;Ж
4313;Носова Полина Юльевна;48;Ж
4314;Регина Эдуардовна Прохорова;51;Ж
4315;Кошелев Николай Григорьевич;47;М
4316;Лариса Артемовна Кабанова;34;Ж
4317;Устинова Оксана Владимировна;48;Ж
4318;Денис Егорович Ковалев;33;М
4319;Ангелина Валентиновна Ершова;45;Ж
4320;Алла Вячеславовна Константинова;46;Ж
4321;Милица Ильинична Зыкова;42;Ж
4322;Макарова Маргарита Аскольдовна;35;Ж
4323;Зиновий Арсеньевич Рожков;40;М
4324;Варфоломей Борисович Королев;54;М
4325;Порфирий Бенедиктович Зайцев;65;М
4326;Прасковья Святославовна Мясникова;46;Ж
4327;Зуева Октябрина Матвеевна;25;Ж
4328;Вера Эльдаровна Евдокимова;54;Ж
4329;Авдей Чеславович Крылов;53;М
4330;Носкова Зинаида Святославовна;62;Ж
4331;Лидия Вадимовна Кудряшова;60;Ж
4332;Ия Захаровна Зимина;32;Ж
4333;Матвеев Лев Игнатьевич;54;М
4334;Михайлов Милен Феофанович;53;М
4335;Сафонова Таисия Рудольфовна;56;Ж
4336;Кулаков Бронислав Аксёнович;34;М
4337;Артемьев Авксентий Антипович;61;М
4338;Панова Акулина Рубеновна;36;Ж
4339;Светозар Егорович Агафонов;36;М
4340;Анисим Зиновьевич Константинов;26;М
4341;Оксана Федоровна Цветкова;27;Ж
4342;Василиса Аркадьевна Рыбакова;52;Ж
4343;Гордеев Валерьян Матвеевич;33;М
4344;Милен Иларионович Наумов;25;М
4345;Кабанов Карп Адрианович;27;М
4346;Мамонтова Мария Александровна;36;Ж
4347;Ананий Зиновьевич Григорьев;31;М
4348;Андрон Ефимович Журавлев;45;М
4349;Пахомов Селиван Терентьевич;46;М
4350;Емельян Терентьевич Корнилов;41;М
4351;Капитон Дмитриевич Кудряшов;49;М
4352;Милица Макаровна Фадеева;37;Ж
4353;Быков Николай Иосипович;33;М
4354;Зинаида Сергеевна Меркушева;56;Ж
4355;Архип Егорович Миронов;49;М
4356;Ковалев Елизар Ярославович;27;М
4357;Корнилова Агата Мироновна;60;Ж
4358;Федор Харламович Григорьев;54;М
4359;Евгения Феликсовна Юдина;48;Ж
4360;Мухина Нина Сергеевна;31;Ж
4361;Никанор Давыдович Гущин;44;М
4362;Шашков Евграф Владленович;41;М
4363;Павел Ерофеевич Быков;53;М
4364;Мухина Анжелика Игоревна;52;Ж
4365;Маслова Юлия Ниловна;42;Ж
4366;тов. Овчинникова Нонна Эльдаровна;34;Ж
4367;Тарасова Вероника Ильинична;53;Ж
4368;Акулина Архиповна Харитонова;56;Ж
4369;Лукия Антоновна Пономарева;34;Ж
4370;Пелагея Евгеньевна Белова;45;Ж
4371;Меркушева Екатерина Ждановна;57;Ж
4372;Ульяна Альбертовна Ефремова;40;Ж
4373;Тит Федотович Рогов;49;М
4374;Гремислав Анатольевич Евдокимов;65;М
4375;Овчинников Венедикт Давидович;46;М
4376;Фотий Демьянович Якушев;45;М
4377;Хохлов Рубен Викентьевич;42;М
4378;Миронова Агата Аркадьевна;50;Ж
4379;Автоном Богданович Ситников;25;М
4380;Олимпиада Никифоровна Хохлова;56;Ж
4381;Лидия Робертовна Копылова;38;Ж
4382;Валерия Викторовна Фокина;61;Ж
4383;Виноградова Фаина Кузьминична;63;Ж
4384;Воробьев Сидор Фомич;52;М
4385;Сысоева Валерия Геннадьевна;56;Ж
4386;Фаина Анатольевна Терентьева;40;Ж
4387;Ирина Святославовна Белякова;39;Ж
4388;г-жа Белякова Ирина Андреевна;54;Ж
4389;Вышеслав Васильевич Цветков;29;М
4390;Самойлов Агап Всеволодович;41;М
4391;Жданова Полина Ниловна;32;Ж
4392;Аристарх Андреевич Медведев;52;М
4393;Комарова Любовь Матвеевна;33;Ж
4394;Власова Олимпиада Анатольевна;51;Ж
4395;Лавр Вячеславович Горбачев;49;М
4396;Нина Никифоровна Самсонова;32;Ж
4397;Маргарита Болеславовна Сергеева;56;Ж
4398;Кира Натановна Крюкова;30;Ж
4399;Ширяева Алевтина Ждановна;54;Ж
4400;тов. Корнилова Милица Игоревна;62;Ж
4401;Филатов Станислав Валентинович;41;М
4402;Богдан Вилорович Рыбаков;55;М
4403;Элеонора Тарасовна Афанасьева;51;Ж
4404;Филипп Венедиктович Стрелков;64;М
4405;Всеслав Филатович Белоусов;64;М
4406;Кондратьев Епифан Артемьевич;44;М
4407;Дмитриев Леонид Анатольевич;44;М
4408;Лидия Егоровна Волкова;61;Ж
4409;Беляков Платон Ефимович;35;М
4410;Кулаков Богдан Антипович;32;М
4411;Кондрат Федотович Капустин;39;М
4412;Милица Алексеевна Смирнова;61;Ж
4413;Никитин Савелий Давидович;46;М
4414;Милица Леоновна Мартынова;47;Ж
4415;Вышеслав Фролович Андреев;51;М
4416;Осипова Татьяна Борисовна;32;Ж
4417;Платон Авдеевич Коновалов;29;М
4418;Воронцова София Макаровна;59;Ж
4419;Епифан Феликсович Сысоев;37;М
4420;Исидор Яковлевич Лыткин;39;М
4421;Вероника Владимировна Зайцева;26;Ж
4422;Бурова Мария Тимофеевна;40;Ж
4423;Харитонова Валерия Георгиевна;34;Ж
4424;Якушева Юлия Эдуардовна;48;Ж
4425;тов. Давыдов Станислав Анатольевич;45;М
4426;Галкина Антонина Вячеславовна;27;Ж
4427;Наина Ильинична Тарасова;59;Ж
4428;Зиновий Иосипович Тарасов;57;М
4429;Милан Филиппович Павлов;29;М
4430;Октябрина Семеновна Полякова;54;Ж
4431;Давыдов Тарас Ефстафьевич;48;М
4432;Наумов Роман Захарьевич;56;М
4433;Михайлова Алина Эльдаровна;45;Ж
4434;Карпова Ульяна Валентиновна;50;Ж
4435;Панкрат Димитриевич Капустин;32;М
4436;Некрасов Поликарп Феодосьевич;52;М
4437;Александрова Ия Семеновна;56;Ж
4438;Елизавета Эльдаровна Максимова;56;Ж
4439;Майя Александровна Гущина;48;Ж
4440;Онуфрий Демьянович Третьяков;62;М
4441;Марина Захаровна Потапова;41;Ж
4442;Чернов Касьян Артёмович;51;М
4443;Кошелев Фортунат Елисеевич;27;М
4444;Ермаков Михаил Эдгардович;41;М
4445;Медведев Евгений Тарасович;32;М
4446;Акулина Петровна Сысоева;60;Ж
4447;Ольга Борисовна Силина;45;Ж
4448;Кузьмина Элеонора Олеговна;44;Ж
4449;Савельев Симон Абрамович;38;М
4450;Савельева Наина Ильинична;46;Ж
4451;Боян Ефремович Гуляев;47;М
4452;Калинина Прасковья Антоновна;54;Ж
4453;Людмила Федоровна Петрова;62;Ж
4454;Захаров Василий Ярославович;51;М
4455;Миронова Пелагея Геннадьевна;64;Ж
4456;Сила Эдгардович Кулагин;52;М
4457;Эраст Богданович Фомичев;44;М
4458;Николаев Ярослав Харлампьевич;65;М
4459;Филиппов Еремей Борисович;25;М
4460;Виктория Святославовна Ильина;51;Ж
4461;Лебедев Лукьян Демидович;31;М
4462;Гуляев Сергей Артурович;62;М
4463;Рожков Милан Жанович;50;М
4464;Акулина Геннадьевна Савельева;51;Ж
4465;Алексеева Полина Натановна;33;Ж
4466;Нонна Альбертовна Авдеева;54;Ж
4467;Меркушева Оксана Андреевна;27;Ж
4468;Ювеналий Витальевич Хохлов;36;М
4469;Матвей Данилович Одинцов;61;М
4470;Лихачев Геннадий Евстигнеевич;39;М
4471;Ия Богдановна Зуева;48;Ж
4472;Шарова Светлана Артемовна;33;Ж
4473;Викентий Глебович Петров;59;М
4474;Светлана Даниловна Гришина;63;Ж
4475;Елисеева Наталья Мироновна;49;Ж
4476;Ефим Ефстафьевич Дементьев;61;М
